Run,Gen,Rule,Fitness,all_potential_farms,combine,compare_distance,compare_dryness,compare_quality,compare_water_availability,compare_yeild,desire_migration,desire_social_presence,divide,get_max_one_of,get_min_one_of,homophily_age,homophily_agricultural_productivity,multiply,potential_family_farms,potential_farms_near_best_performers,potential_neighborhood_farms,subtract
0,0.0,( get-min-one-of (( potential-neighborhood-farms  ) ) (( combine (( desire-social-presence  ) ) (( desire-migration  ) )  ) )  ) ,2062.997091612101,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,( get-max-one-of (( potential-family-farms  ) ) (( compare-water-availability  ) )  ) ,2666.635145647039,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,1.0,( get-min-one-of (( potential-neighborhood-farms  ) ) (( compare-dryness  ) )  ) ,1184.3048594006532,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,( get-min-one-of (( potential-neighborhood-farms  ) ) (( compare-dryness  ) )  ) ,903.2120459781304,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,( get-min-one-of (( potential-neighborhood-farms  ) ) (( compare-dryness  ) )  ) ,1292.8518863350132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,1.0,( get-min-one-of (( potential-neighborhood-farms  ) ) (( compare-dryness  ) )  ) ,1063.6479680796651,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0,0.0,( get-max-one-of (( all-potential-farms  ) ) (( homophily-age  ) )  ) ,1133.6595608911882,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,( get-min-one-of (( potential-farms-near-best-performers  ) ) (( desire-social-presence  ) )  ) ,2100.6991693243494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,( get-max-one-of (( potential-farms-near-best-performers  ) ) (( desire-migration  ) )  ) ,1315.7131146264376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,0.0,( get-max-one-of (( potential-farms-near-best-performers  ) ) (( compare-distance  ) )  ) ,1172.8725420948342,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0,1.0,( get-max-one-of (( all-potential-farms  ) ) (( homophily-age  ) )  ) ,2645.956915749005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,( get-max-one-of (( all-potential-farms  ) ) (( homophily-age  ) )  ) ,1237.8142025360676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,( get-max-one-of (( all-potential-farms  ) ) (( homophily-age  ) )  ) ,1956.2571405620472,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1.0,( get-max-one-of (( all-potential-farms  ) ) (( homophily-age  ) )  ) ,2672.20470772731,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,( get-min-one-of (( potential-family-farms  ) ) (( multiply (( desire-migration  ) ) (( desire-migration  ) )  ) )  ) ,1718.441445030932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
