,Factor0,Factor1,individual importance,individual lower quartile,individual median,individual std,individual upper quartile,individual whiskerhi,individual whiskerlo,total importance,total lower quartile,total median,total std,total upper quartile,total whiskerhi,total whiskerlo
42,3,9.0,0.0020606197805240986,0.00042054863546322227,0.0012142953960397086,0.002409412696263864,0.002488224147901093,0.002753491441181884,2.4400847392104013e-05,0.03371741651197984,0.008617389990824538,0.02411412336427585,0.03302715935637359,0.04292881301566184,0.05093375710271427,0.0009055838616369664
43,3,10.0,0.000667531176759289,1.3136342716576073e-05,0.00011373105939209663,0.0011431568037015992,0.0006723928592508159,0.0002818369639871532,1.1794970410250771e-07,0.03075068123838328,0.0079992131828049,0.011650353886916312,0.03201410872971833,0.04392402490129711,0.04586798980968959,0.0010911922373383256
44,3,11.0,0.004015179803390432,3.952937345548926e-05,0.00048662949190721486,0.006300681821247884,0.004808760930638708,0.009997540949499154,3.252105331630736e-07,0.05396279591975444,0.007951358667209859,0.04265594632834023,0.05496764289796903,0.08241927278862232,0.10305730851589633,0.0035794960352890067
45,3,12.0,0.0012989124161843877,1.9835344874349184e-05,8.194509228577073e-05,0.004233755818838898,0.0003228459607030778,0.0004109279925761162,7.907710304276106e-08,0.037039941536152414,0.010923545809452784,0.03210795028689072,0.03228425051310337,0.049969979338663054,0.05678707226941625,0.0009112730458082864
46,4,,0.006704797959280166,0.0003903561585750563,0.0026614827096448235,0.0076873148756507565,0.010641998412749085,0.022776228789460774,4.073685082677274e-05,0.006704797959280166,0.0003903561585750563,0.0026614827096448235,0.0076873148756507565,0.010641998412749085,0.022776228789460774,4.073685082677274e-05
47,4,5.0,0.0030153193661135733,0.00039943113083972236,0.0008828901332201445,0.00529428021313433,0.0032184440137197658,0.006531871293940131,8.037138026901588e-05,0.024588769305706026,0.007408328428571028,0.014767774241498405,0.03353734804408947,0.021948821215051772,0.024471088613538177,0.0034522339245070467
48,4,6.0,0.004058553442127915,0.0005838373302220173,0.0012851195040154138,0.004463454829356713,0.00613674760907147,0.010478325514518917,0.00035410769120235565,0.026507279085581127,0.010485003748033671,0.015600370523118084,0.03143484742935938,0.03375808826382265,0.03493779592729964,0.0020564594012403006
49,4,7.0,0.0010431074131522053,0.0001290780540033781,0.000448247466421622,0.0015398620538235434,0.0011486698603767975,0.00168256911564009,4.964029581796768e-05,0.016815568075090027,0.002423381309967506,0.011701941401981022,0.02047638347515806,0.02043832110046873,0.027998006449926085,0.0013454518187195794
50,4,8.0,0.0024554896993272714,0.00015946168306646744,0.0004821385619093719,0.0058108078562483885,0.0016193717991957598,0.002732862350763404,5.36032706962351e-05,0.014599706519291364,0.007595263084723075,0.012964600235849005,0.008654196389971487,0.01910005563150742,0.01882598915657028,0.0031902516052744303
51,4,9.0,0.0022298341322737596,0.00019708108911436933,0.0006952502360467055,0.004152543414583941,0.00213130263778125,0.0033575926626600284,1.1078806045978469e-05,0.011777681788009042,0.003306646783164255,0.00923494012050327,0.009727289662946781,0.02019990930745254,0.02455963907496048,0.00044646537134326
52,4,10.0,0.00017881865099894984,5.601735716448716e-07,2.2378532999938478e-05,0.0002822593051878867,0.00021987914709962358,0.0004459456029239791,2.759998865296073e-08,0.008153019636902481,0.0017061590136232521,0.0039229422828343866,0.008626546012921609,0.011203633662652583,0.00983722102072574,0.0003632159173810861
53,4,11.0,0.0020294939301207272,1.1646872470744187e-05,6.699077494941527e-05,0.005552283969050633,0.0005982500088719685,0.0008451899063777986,6.287242867679689e-09,0.029868160970764283,0.0015145953683753093,0.00988513940314405,0.0516438187916752,0.023114915155454302,0.025385741061597352,0.0003314268965358302
54,4,12.0,0.0007822414201107161,1.3638218426437215e-05,8.316058134159545e-05,0.0018677252243268052,0.0007563733371132877,0.0012930859696948544,2.563795469892273e-10,0.014414321464358282,0.0007857603335762735,0.007858745689638064,0.01757848756946631,0.01768547977900169,0.022387360908607105,0.00019601220323343707
55,5,,0.014868651980312286,0.002532689261031051,0.005299767565297158,0.029861354943613392,0.012705426123033109,0.022567177545558835,0.0009493586082678442,0.014868651980312286,0.002532689261031051,0.005299767565297158,0.029861354943613392,0.012705426123033109,0.022567177545558835,0.0009493586082678442
56,5,6.0,0.007144289866593485,0.0024965848144328407,0.0037006318373767493,0.008666530217702487,0.006639549915889531,0.008942562163890704,0.0014575971536315662,0.03775686953107882,0.014159033981796467,0.02599684969175131,0.03700387358810022,0.040080748462963375,0.04525341370913791,0.0068904543356756625
57,5,7.0,0.0019552012394911445,0.0003130777340680527,0.0008102917235014936,0.003209088974971668,0.001482933417900033,0.002000257498985582,0.0001156715525935396,0.025891515922461087,0.007370971045060339,0.012514861242762392,0.036935503072720303,0.02241472394607941,0.023781609215943397,0.0026555104795598344
58,5,8.0,0.0015953731379738133,0.0004315418356268147,0.0008577721528018223,0.002015541630288013,0.0014089981880480947,0.001673216511142412,7.233018941664519e-05,0.021903443978970025,0.007584064486456793,0.014563515312920834,0.03101496721751492,0.020309593138050745,0.019073603799209325,0.003188898955429774
59,5,9.0,0.001576136742422379,0.00026110636807074705,0.0006640969778003408,0.0021041401411203936,0.002208989500912199,0.0033662996203320124,6.985219555857088e-05,0.01928783841918978,0.005617560264259979,0.007989038986946044,0.030847453135765236,0.01851210325862452,0.01683856839544268,0.0021130636444882237
60,5,10.0,0.0002610960580755435,6.052639445271487e-06,3.690343868338355e-05,0.0004389598164413104,0.0003984664528618456,0.0007106228341399987,2.809311386419232e-08,0.016399151065011195,0.0034484955014502036,0.0065204400395717805,0.029636611505689733,0.016068319378046463,0.014765142657807633,0.000984250399382727
61,5,11.0,0.0021266568541176605,0.00012393571206944644,0.0008666655096628839,0.0028154831342946623,0.002496147449867017,0.003951779950773934,1.2689576845049993e-07,0.03812917791579334,0.0057367308034712225,0.011058928465932687,0.058263395246098935,0.02896247862342024,0.024111382100437,0.0018666667767011482
62,5,12.0,0.0002071356079312565,1.6107130679398767e-05,0.0001322433123243832,0.00022628941043182708,0.0003765268352644271,0.0007461047638327725,1.4645260712225867e-07,0.022003069673210942,0.0030423356172588492,0.007456149740680106,0.031088961673875166,0.027232203241668567,0.027691910141114176,0.0018550677551651678
63,6,,0.015743927684173046,0.0027266096150392735,0.005173217619025432,0.02507219852164074,0.016248782750475622,0.03398345966157167,0.0011266220001047405,0.015743927684173046,0.0027266096150392735,0.005173217619025432,0.02507219852164074,0.016248782750475622,0.03398345966157167,0.0011266220001047405
64,6,7.0,0.003255195490656575,0.0007956338469247773,0.001698667898585114,0.0037542967910528615,0.004196111371469191,0.005729828934832485,0.00029572697079571243,0.028066785877487274,0.008893614326479032,0.012689065879638306,0.03306893958543979,0.03228139477528903,0.03844718043916963,0.0029494571975894482
65,6,8.0,0.005572196520451628,0.0013789494785689403,0.0021311027136685897,0.005590475396451525,0.01041598198488603,0.016006717795085963,0.00020826481789754252,0.026755543065308595,0.012195093101893342,0.019844325701608465,0.026397279751143688,0.031072000886723808,0.0354020533926268,0.004735505601626765
66,6,9.0,0.002748335361744848,0.0010067176418484141,0.002325083815408282,0.0027929920494948668,0.0033037693718969904,0.006154999136771957,0.00018347124124599488,0.02133531274237301,0.007303561538113628,0.012676931333885769,0.025921539831683816,0.025363718905677537,0.02308780031215272,0.0041519952810557805
67,6,10.0,0.0010564953737744447,2.950167553100234e-05,0.00025278647893260886,0.0014345672263896916,0.0017200233051525688,0.003996549693175921,1.5969606335657802e-07,0.018069826084570854,0.0029283637322672484,0.008812101629928109,0.027551281618572017,0.018331777276699157,0.019007825685709502,0.0013195074952482564
68,6,11.0,0.0021450971410230655,0.0005382415783031947,0.0006309508562931472,0.0036492533749942356,0.0018205752977179534,0.002013949479657791,1.6687167245376684e-07,0.0390228939065595,0.005830265617391771,0.017277431292995526,0.05113993046635134,0.04624667454199355,0.04022439933018533,0.0011269483641724303
69,6,12.0,0.008201797709712308,7.978134788729582e-05,0.00020250486313181515,0.0187693242035595,0.001987329300319738,0.0009052901305803161,2.1204907658535086e-07,0.03087300747885275,0.0035512126649512024,0.006849967231376283,0.052878275111477,0.01973863688375942,0.021520252960227138,0.0017320057073895619
70,7,,0.009067662702657655,0.0021146936225229208,0.002955626282121445,0.01979400368782398,0.004038840510984075,0.004103293716754539,0.00034374903480730576,0.009067662702657655,0.0021146936225229208,0.002955626282121445,0.01979400368782398,0.004038840510984075,0.004103293716754539,0.00034374903480730576
71,7,8.0,0.0015071798158804522,9.156724551629287e-05,0.0005323985450593357,0.0024123061664869288,0.0013966752034467902,0.003067779555078041,1.3223186931857123e-05,0.016014261379222034,0.006697418896996252,0.008706499386878607,0.019802834365972525,0.015016201037929788,0.011065560209254708,0.0038236454768348508
72,7,9.0,0.00043675819798145185,8.283122514338218e-05,0.00034002743330191335,0.0004243225178840118,0.0006005931812142643,0.0010348930284643238,3.4736978692163784e-05,0.012347470597094224,0.003419705165222954,0.005408771456861854,0.02002835861340873,0.009999268901285774,0.009552298570767531,0.0011835662672682705
73,7,10.0,9.279034040511897e-05,7.652167858062618e-06,3.9978236437905884e-05,0.00013210823466833192,8.90017703269864e-05,0.00012039049146807834,2.9075728908720125e-07,0.010429856069686138,0.00309409477167059,0.004615356620967161,0.01944700939602741,0.007875134517344229,0.0052051896165021105,0.0006601520494695185
74,7,11.0,0.0009374119871447166,9.485635348788329e-06,0.0001206652037094864,0.0015333451836859171,0.0009384788762663627,0.0018788689922040022,8.66907246631725e-09,0.03113894377116576,0.00289817970929984,0.004488015202311587,0.053955809169499575,0.023162634193253623,0.02557622880823157,0.0014188375230382404
75,7,12.0,0.00042411140342832755,7.946105103396816e-06,6.277978204331311e-05,0.0009284958932493783,0.00018489160394380823,0.00019291535557116061,3.9281700001321956e-10,0.016419056191053383,0.0031416718241751504,0.004779740352780237,0.02230280258715136,0.02298803757374432,0.028208244801698173,0.0010309914763617066
76,8,,0.005439418860683925,0.0023836974327287926,0.0035779507897287623,0.004617612996218414,0.0068927861510209775,0.012146208091284244,0.00024113862536518366,0.005439418860683925,0.0023836974327287926,0.0035779507897287623,0.004617612996218414,0.0068927861510209775,0.012146208091284244,0.00024113862536518366
77,8,9.0,0.0008011359229235937,0.0001042264637306406,0.0005106261451930684,0.0007944265955990987,0.0014342016810829456,0.002668152354179874,1.9838844795485427e-05,0.009083604480062634,0.004257353290970367,0.007621853419219761,0.006435282992224638,0.01098433861143754,0.011095726885346692,0.0008331543390527515
78,8,10.0,0.0003563313478714993,1.8348946404757158e-06,1.0730072150335464e-05,0.001012979827356323,6.794465473166946e-05,0.00010077461632264477,1.5972041673168174e-08,0.00706515323517879,0.00267545721516327,0.005858400688031605,0.006022530753792685,0.00954574525720274,0.009115979385537465,0.00024177823635690928
79,8,11.0,0.0007460566204046436,6.650379370846082e-05,0.00012849886517753134,0.001470449190660941,0.0006394731566543811,0.0014867116710171695,8.406044612061467e-07,0.027319344562451962,0.005963278338350702,0.01065575716988432,0.048247361695200504,0.01945004077430091,0.018897891556717332,0.0024098484172886026
80,8,12.0,0.0011708638623928224,8.741946266457901e-06,2.959750322131358e-05,0.002885168638908927,0.00019396854078341375,0.0002023386922352478,1.592263060921872e-08,0.013537564808044146,0.0029673400163324403,0.0071209218366125576,0.01665187100139862,0.014912386173845674,0.018039403221400453,0.0002459676066921866
81,9,,0.002843049696455115,0.0007172082119730251,0.0014741825592939745,0.004504425781032088,0.0025613637099126743,0.005006828805049721,3.915238874615422e-05,0.002843049696455115,0.0007172082119730251,0.0014741825592939745,0.004504425781032088,0.0025613637099126743,0.005006828805049721,3.915238874615422e-05
82,9,10.0,8.074319893712408e-05,2.610782002882179e-06,7.130925067445605e-06,0.00014935133475963954,5.3784722192690374e-05,6.165493541997644e-05,5.746553371751805e-09,0.004193195922015604,0.0014163532327114898,0.0022843338561804767,0.004830963553003009,0.004873842501231221,0.004742367911067004,0.0003710612917455217
83,9,11.0,0.0002107921256463077,6.410506388318999e-06,3.433279598756857e-05,0.000331876141023257,0.00022039992471186288,0.00030218802637941563,3.7562249426990095e-08,0.02418771090346481,0.0030436994093115083,0.004594125552492389,0.0483849641671356,0.017438375511460262,0.021771050785740483,0.0007818180677771256
84,9,12.0,0.0002041297005049759,2.785827339049842e-06,1.641210270286572e-05,0.0004346805721359729,0.00013897326754849348,0.00033586108034008464,5.75540836932778e-09,0.009974461481927488,0.0012335555275057237,0.002320174390930873,0.014074293662700117,0.011486497280769309,0.006585919399384797,0.00021268709234796297
85,10,,0.0012694030266233655,2.160266936287323e-05,0.0002677355751447471,0.002012118932922814,0.0016349134716261101,0.004008419119750662,5.63679963828756e-07,0.0012694030266233655,2.160266936287323e-05,0.0002677355751447471,0.002012118932922814,0.0016349134716261101,0.004008419119750662,5.63679963828756e-07
86,10,11.0,0.0008787832424207728,5.127380613233957e-07,1.425861819576207e-05,0.0014989789887976026,0.0009064592202108582,0.0004388201746696338,0.0,0.02328205535040753,0.0007200282137355641,0.0024727490829598944,0.048983639603019304,0.013380901989754175,0.018501773738233047,6.513373603244874e-05
87,10,12.0,0.00040678175244965537,1.4041407855083283e-07,4.776074285869334e-07,0.001025666759143656,5.433771472164362e-05,0.00012010905905454817,0.0,0.008603466864040418,0.0001733719206061004,0.001098831374625141,0.01477551908169866,0.0055951225117644235,0.006893169181110364,1.5017184872476335e-06
88,11,,0.021133869081363388,0.0005079416283117505,0.0013553762959578313,0.04862803560373265,0.012687572289722742,0.020414308891149528,1.5949239523595968e-07,0.021133869081363388,0.0005079416283117505,0.0013553762959578313,0.04862803560373265,0.012687572289722742,0.020414308891149528,1.5949239523595968e-07
89,11,12.0,0.0020565764026708893,7.084662486163117e-06,0.0001784574683528647,0.007098726581267398,0.0005165740929247384,0.0007543535311085258,2.3057652933689444e-07,0.030117727569001676,0.0015104974704409383,0.006564753390164158,0.04963234683676221,0.03075975183119645,0.024494372543028227,0.00012609873179973626
90,12,,0.006927282084967398,0.0001191221986002766,0.00015687315917300586,0.013265267603026718,0.005238690611406274,0.006734262336134178,1.481655671172663e-07,0.006927282084967398,0.0001191221986002766,0.00015687315917300586,0.013265267603026718,0.005238690611406274,0.006734262336134178,1.481655671172663e-07
