,Unnamed: 0,Factor,fraction_individual,fraction_total
92,92,$F_{Dist}$,0.004792341681447721,0.004792341681447721
93,93,$F_{Dist}$,0.031929712577304974,0.031929712577304974
94,94,$F_{Dist}$,0.03109701846186492,0.03109701846186492
95,95,$F_{Dist}$,0.02859269690233379,0.02859269690233379
96,96,$F_{Dist}$,0.02010558003500484,0.02010558003500484
97,97,$F_{Dist}$,0.0577708377603554,0.0577708377603554
98,98,$F_{Dist}$,0.04236032652851024,0.04236032652851024
99,99,$F_{Dist}$,0.001068235761714777,0.001068235761714777
100,0,$F_{Dry}$,0.001147817087718474,0.001147817087718474
101,1,$F_{Dry}$,0.0032620484995733315,0.0032620484995733315
102,2,$F_{Dry}$,0.011065271477367676,0.011065271477367676
103,3,$F_{Dry}$,0.046114741111905916,0.046114741111905916
104,4,$F_{Dry}$,0.02736237788999944,0.02736237788999944
105,5,$F_{Dry}$,0.05842662791691833,0.05842662791691833
106,6,$F_{Dry}$,0.002683682083182066,0.002683682083182066
107,7,$F_{Dry}$,0.002414484381747625,0.002414484381747625
108,8,$F_{Dry}$,0.003039780231002633,0.003039780231002633
109,9,$F_{Dry}$,0.005105895843818341,0.005105895843818341
110,10,$F_{Dry}$,0.009742475653292929,0.009742475653292929
111,11,$F_{Dry}$,0.011854590475168484,0.011854590475168484
112,12,$F_{Dry}$,0.005166389339183001,0.005166389339183001
113,13,$F_{Dry}$,0.0099560707668839,0.0099560707668839
114,14,$F_{Dry}$,0.0032461059886554696,0.0032461059886554696
115,15,$F_{Dry}$,0.013588771520528238,0.013588771520528238
116,16,$F_{Dry}$,0.005801360372163513,0.005801360372163513
117,17,$F_{Dry}$,0.041231879857725764,0.041231879857725764
118,18,$F_{Dry}$,0.016924584792315102,0.016924584792315102
119,19,$F_{Dry}$,0.013715932244300318,0.013715932244300318
120,20,$F_{Dry}$,0.012811612437124946,0.012811612437124946
121,21,$F_{Dry}$,0.00500144684895446,0.00500144684895446
122,22,$F_{Dry}$,0.04317103752979143,0.04317103752979143
123,23,$F_{Dry}$,0.003760483904886408,0.003760483904886408
124,24,$F_{Dry}$,0.005580901469576229,0.005580901469576229
125,25,$F_{Dry}$,0.014901675512568753,0.014901675512568753
126,26,$F_{Dry}$,0.016560435914983827,0.016560435914983827
127,27,$F_{Dry}$,0.007123264262693703,0.007123264262693703
128,28,$F_{Dry}$,0.0014236916249144307,0.0014236916249144307
129,29,$F_{Dry}$,0.0012088647701321991,0.0012088647701321991
130,30,$F_{Dry}$,0.0007409001274670856,0.0007409001274670856
131,31,$F_{Dry}$,0.0131021410770203,0.0131021410770203
132,32,$F_{Dry}$,0.005507347914921155,0.005507347914921155
133,33,$F_{Dry}$,0.0141310601121143,0.0141310601121143
134,34,$F_{Dry}$,0.02074791347310656,0.02074791347310656
135,35,$F_{Dry}$,0.03140084398552247,0.03140084398552247
136,36,$F_{Dry}$,0.019927698408029985,0.019927698408029985
137,37,$F_{Dry}$,0.0006133517891416247,0.0006133517891416247
138,38,$F_{Dry}$,0.009361573378277765,0.009361573378277765
139,39,$F_{Dry}$,0.0005644144934242192,0.0005644144934242192
140,40,$F_{Dry}$,0.007116169546250315,0.007116169546250315
141,41,$F_{Dry}$,0.03684485783873583,0.03684485783873583
142,42,$F_{Dry}$,0.004467572673338811,0.004467572673338811
143,43,$F_{Dry}$,0.0010450240307782307,0.0010450240307782307
144,44,$F_{Dry}$,0.004540333886001093,0.004540333886001093
145,45,$F_{Dry}$,0.011141356768150937,0.011141356768150937
146,46,$F_{Dry}$,0.0038804721546227623,0.0038804721546227623
147,47,$F_{Dry}$,0.009069459436078151,0.009069459436078151
148,48,$F_{Dry}$,0.017437519083822618,0.017437519083822618
149,49,$F_{Dry}$,0.033894490334992686,0.033894490334992686
150,50,$F_{Dry}$,0.002479285686421848,0.002479285686421848
151,51,$F_{Dry}$,0.012281740468101428,0.012281740468101428
152,52,$F_{Dry}$,0.002354903033782497,0.002354903033782497
153,53,$F_{Dry}$,0.01604331693958454,0.01604331693958454
154,54,$F_{Dry}$,0.003439064231094803,0.003439064231094803
155,55,$F_{Dry}$,0.004423992859310153,0.004423992859310153
156,56,$F_{Dry}$,0.008220996135008648,0.008220996135008648
157,57,$F_{Dry}$,0.019823478935872496,0.019823478935872496
158,58,$F_{Dry}$,0.009405278057041822,0.009405278057041822
159,59,$F_{Dry}$,0.0013282195735904436,0.0013282195735904436
160,60,$F_{Dry}$,0.009819138539214551,0.009819138539214551
161,61,$F_{Dry}$,0.00490582452642585,0.00490582452642585
162,62,$F_{Dry}$,0.002551848787456073,0.002551848787456073
163,63,$F_{Dry}$,0.009919922482452593,0.009919922482452593
164,64,$F_{Dry}$,0.00671502613740369,0.00671502613740369
165,65,$F_{Dry}$,0.007621620973488819,0.007621620973488819
166,66,$F_{Dry}$,0.0217109100410321,0.0217109100410321
167,67,$F_{Dry}$,0.024857389741671652,0.024857389741671652
168,68,$F_{Dry}$,0.001066514690478548,0.001066514690478548
169,69,$F_{Dry}$,0.0266512363098364,0.0266512363098364
170,70,$F_{Dry}$,0.006515500979935929,0.006515500979935929
171,71,$F_{Dry}$,0.0029999556210828487,0.0029999556210828487
172,72,$F_{Dry}$,0.0039579954998690365,0.0039579954998690365
173,73,$F_{Dry}$,0.01327799740658239,0.01327799740658239
174,74,$F_{Dry}$,0.0040168342756858365,0.0040168342756858365
175,75,$F_{Dry}$,0.0065650679399313116,0.0065650679399313116
176,76,$F_{Dry}$,0.021550464557002984,0.021550464557002984
177,77,$F_{Dry}$,0.004417938420666397,0.004417938420666397
178,78,$F_{Dry}$,0.0014093575235457276,0.0014093575235457276
179,79,$F_{Dry}$,0.008336953435808642,0.008336953435808642
180,80,$F_{Dry}$,0.017896871009442525,0.017896871009442525
181,81,$F_{Dry}$,0.00835470461106319,0.00835470461106319
182,82,$F_{Dry}$,0.010577479712705841,0.010577479712705841
183,83,$F_{Dry}$,0.020082408240627583,0.020082408240627583
184,84,$F_{Dry}$,0.01246906884768293,0.01246906884768293
185,85,$F_{Dry}$,0.0066838922051541535,0.0066838922051541535
186,86,$F_{Dry}$,0.0075468360951613765,0.0075468360951613765
187,87,$F_{Dry}$,0.06807962059736825,0.06807962059736825
188,88,$F_{Dry}$,0.02335877294552612,0.02335877294552612
189,89,$F_{Dry}$,0.02404489849874381,0.02404489849874381
190,90,$F_{Dry}$,0.003395909678772522,0.003395909678772522
191,91,$F_{Dry}$,0.0018073427508846925,0.0018073427508846925
192,92,$F_{Dry}$,0.013784453985916632,0.013784453985916632
193,93,$F_{Dry}$,0.0213346716750571,0.0213346716750571
194,94,$F_{Dry}$,0.001186083955885181,0.001186083955885181
195,95,$F_{Dry}$,0.01097878154897118,0.01097878154897118
196,96,$F_{Dry}$,0.008138565619300339,0.008138565619300339
197,97,$F_{Dry}$,0.008544530862427487,0.008544530862427487
198,98,$F_{Dry}$,0.02498726693494068,0.02498726693494068
199,99,$F_{Dry}$,0.018120763156434558,0.018120763156434558
200,0,$F_{Qual}$,0.16179269595201076,0.16179269595201076
201,1,$F_{Qual}$,0.06900842161336486,0.06900842161336486
202,2,$F_{Qual}$,0.0530413407647434,0.0530413407647434
203,3,$F_{Qual}$,0.00033934154289082805,0.00033934154289082805
204,4,$F_{Qual}$,0.019929251437352483,0.019929251437352483
205,5,$F_{Qual}$,0.04080005416341876,0.04080005416341876
206,6,$F_{Qual}$,0.005814549061696714,0.005814549061696714
207,7,$F_{Qual}$,0.036041490191267386,0.036041490191267386
208,8,$F_{Qual}$,0.03726151240395528,0.03726151240395528
209,9,$F_{Qual}$,0.061800090100582274,0.061800090100582274
210,10,$F_{Qual}$,0.10404541850558846,0.10404541850558846
211,11,$F_{Qual}$,0.05367618442085968,0.05367618442085968
212,12,$F_{Qual}$,0.02036953655250236,0.02036953655250236
213,13,$F_{Qual}$,0.06363909759323952,0.06363909759323952
214,14,$F_{Qual}$,0.013249752905069809,0.013249752905069809
215,15,$F_{Qual}$,0.14213946277131093,0.14213946277131093
216,16,$F_{Qual}$,0.030003359874259942,0.030003359874259942
217,17,$F_{Qual}$,0.05916688601537465,0.05916688601537465
218,18,$F_{Qual}$,0.08374370818957705,0.08374370818957705
219,19,$F_{Qual}$,0.12148623829640508,0.12148623829640508
220,20,$F_{Qual}$,0.04769648044730785,0.04769648044730785
221,21,$F_{Qual}$,0.01152939054323109,0.01152939054323109
222,22,$F_{Qual}$,0.021797463778637474,0.021797463778637474
223,23,$F_{Qual}$,0.0349123776851035,0.0349123776851035
224,24,$F_{Qual}$,0.07427348909430727,0.07427348909430727
225,25,$F_{Qual}$,0.043853813751028384,0.043853813751028384
226,26,$F_{Qual}$,0.08165863738502496,0.08165863738502496
227,27,$F_{Qual}$,0.10842832622590956,0.10842832622590956
228,28,$F_{Qual}$,0.018584825574789538,0.018584825574789538
229,29,$F_{Qual}$,0.07612333613379432,0.07612333613379432
230,30,$F_{Qual}$,0.05164645454962576,0.05164645454962576
231,31,$F_{Qual}$,0.011087088042731284,0.011087088042731284
232,32,$F_{Qual}$,0.09529458689721064,0.09529458689721064
233,33,$F_{Qual}$,0.03292414078661415,0.03292414078661415
234,34,$F_{Qual}$,0.012419053920041136,0.012419053920041136
235,35,$F_{Qual}$,0.11366255326632355,0.11366255326632355
236,36,$F_{Qual}$,0.024015050974388892,0.024015050974388892
237,37,$F_{Qual}$,0.0262908485883305,0.0262908485883305
238,38,$F_{Qual}$,0.0047129940163459965,0.0047129940163459965
239,39,$F_{Qual}$,0.1694268394487964,0.1694268394487964
240,40,$F_{Qual}$,0.1229559829011621,0.1229559829011621
241,41,$F_{Qual}$,0.03207331974460035,0.03207331974460035
242,42,$F_{Qual}$,0.030092113675591895,0.030092113675591895
243,43,$F_{Qual}$,0.02182481179541709,0.02182481179541709
244,44,$F_{Qual}$,0.014601673305587213,0.014601673305587213
245,45,$F_{Qual}$,0.03545506370299111,0.03545506370299111
246,46,$F_{Qual}$,0.19149855799337415,0.19149855799337415
247,47,$F_{Qual}$,0.1620068110832589,0.1620068110832589
248,48,$F_{Qual}$,0.05158677385404399,0.05158677385404399
249,49,$F_{Qual}$,0.18228912134111472,0.18228912134111472
250,50,$F_{Qual}$,0.03298821611755658,0.03298821611755658
251,51,$F_{Qual}$,0.05708907117587673,0.05708907117587673
252,52,$F_{Qual}$,0.02470652154221425,0.02470652154221425
253,53,$F_{Qual}$,0.02045861702960096,0.02045861702960096
254,54,$F_{Qual}$,0.05040749972056514,0.05040749972056514
255,55,$F_{Qual}$,0.12053477520454585,0.12053477520454585
256,56,$F_{Qual}$,0.10204038476284996,0.10204038476284996
257,57,$F_{Qual}$,0.058997938197746874,0.058997938197746874
258,58,$F_{Qual}$,0.08285507425797073,0.08285507425797073
259,59,$F_{Qual}$,0.09499143416747152,0.09499143416747152
260,60,$F_{Qual}$,0.16538560701412486,0.16538560701412486
261,61,$F_{Qual}$,0.017646735644221763,0.017646735644221763
262,62,$F_{Qual}$,0.1765672352419986,0.1765672352419986
263,63,$F_{Qual}$,0.05559206960943088,0.05559206960943088
264,64,$F_{Qual}$,0.028443328320297164,0.028443328320297164
265,65,$F_{Qual}$,0.02969809064231607,0.02969809064231607
266,66,$F_{Qual}$,0.01324640730157111,0.01324640730157111
267,67,$F_{Qual}$,0.03339631810202805,0.03339631810202805
268,68,$F_{Qual}$,0.10173982754352724,0.10173982754352724
269,69,$F_{Qual}$,0.04331417077943787,0.04331417077943787
270,70,$F_{Qual}$,0.15038768816296325,0.15038768816296325
271,71,$F_{Qual}$,0.05446730892652489,0.05446730892652489
272,72,$F_{Qual}$,0.09362947464945008,0.09362947464945008
273,73,$F_{Qual}$,0.06963344060603943,0.06963344060603943
274,74,$F_{Qual}$,0.152261656345059,0.152261656345059
275,75,$F_{Qual}$,0.04825903483282127,0.04825903483282127
276,76,$F_{Qual}$,0.0025385620613894828,0.0025385620613894828
277,77,$F_{Qual}$,0.1475603316118598,0.1475603316118598
278,78,$F_{Qual}$,0.12611677976157798,0.12611677976157798
279,79,$F_{Qual}$,0.03208739652328922,0.03208739652328922
280,80,$F_{Qual}$,0.002092760953579759,0.002092760953579759
281,81,$F_{Qual}$,0.009530075840218978,0.009530075840218978
282,82,$F_{Qual}$,0.06515841377449406,0.06515841377449406
283,83,$F_{Qual}$,0.012637649101038902,0.012637649101038902
284,84,$F_{Qual}$,0.05855710218108263,0.05855710218108263
285,85,$F_{Qual}$,0.08173985003927799,0.08173985003927799
286,86,$F_{Qual}$,0.07530611555872932,0.07530611555872932
287,87,$F_{Qual}$,0.01963212452349563,0.01963212452349563
288,88,$F_{Qual}$,0.1587487942726072,0.1587487942726072
289,89,$F_{Qual}$,0.1540687669819197,0.1540687669819197
290,90,$F_{Qual}$,0.03926242031737888,0.03926242031737888
291,91,$F_{Qual}$,0.09459556220688917,0.09459556220688917
292,92,$F_{Qual}$,0.057761121685890066,0.057761121685890066
293,93,$F_{Qual}$,0.0321305459878079,0.0321305459878079
294,94,$F_{Qual}$,0.11395284238336607,0.11395284238336607
295,95,$F_{Qual}$,0.044467451436686914,0.044467451436686914
296,96,$F_{Qual}$,0.04237344030247458,0.04237344030247458
297,97,$F_{Qual}$,0.09430719999607699,0.09430719999607699
298,98,$F_{Qual}$,0.02507558371140817,0.02507558371140817
299,99,$F_{Qual}$,0.03910002755533915,0.03910002755533915
300,0,$F_{Water}$,0.0050136268961302535,0.0050136268961302535
301,1,$F_{Water}$,0.0011409026696978107,0.0011409026696978107
302,2,$F_{Water}$,0.036896864504834856,0.036896864504834856
303,3,$F_{Water}$,0.001295519027044341,0.001295519027044341
304,4,$F_{Water}$,0.001031782384391899,0.001031782384391899
305,5,$F_{Water}$,0.0009448538689872543,0.0009448538689872543
306,6,$F_{Water}$,0.0342991679396267,0.0342991679396267
307,7,$F_{Water}$,0.008251713550616784,0.008251713550616784
308,8,$F_{Water}$,0.004536954734026276,0.004536954734026276
309,9,$F_{Water}$,0.00042839481108893415,0.00042839481108893415
310,10,$F_{Water}$,0.0005161775798935137,0.0005161775798935137
311,11,$F_{Water}$,0.0009073923156438292,0.0009073923156438292
312,12,$F_{Water}$,0.03434132628163741,0.03434132628163741
313,13,$F_{Water}$,0.0011726944975567392,0.0011726944975567392
314,14,$F_{Water}$,0.002061177636121874,0.002061177636121874
315,15,$F_{Water}$,0.0004560284512459162,0.0004560284512459162
316,16,$F_{Water}$,0.0027854199356485785,0.0027854199356485785
317,17,$F_{Water}$,0.0006234040964782858,0.0006234040964782858
318,18,$F_{Water}$,0.0008026044882736345,0.0008026044882736345
319,19,$F_{Water}$,0.0006714898889484585,0.0006714898889484585
320,20,$F_{Water}$,0.0020839749718073773,0.0020839749718073773
321,21,$F_{Water}$,0.006378367725537211,0.006378367725537211
322,22,$F_{Water}$,0.0023641831216439217,0.0023641831216439217
323,23,$F_{Water}$,0.00483477674974659,0.00483477674974659
324,24,$F_{Water}$,0.0017237202285912347,0.0017237202285912347
325,25,$F_{Water}$,0.012738046562414541,0.012738046562414541
326,26,$F_{Water}$,0.001030233857637694,0.001030233857637694
327,27,$F_{Water}$,0.0009187115873985887,0.0009187115873985887
328,28,$F_{Water}$,0.032373973998798815,0.032373973998798815
329,29,$F_{Water}$,0.0024334404883964915,0.0024334404883964915
330,30,$F_{Water}$,0.004269681993022197,0.004269681993022197
331,31,$F_{Water}$,0.018046964846316328,0.018046964846316328
332,32,$F_{Water}$,0.002511544852258035,0.002511544852258035
333,33,$F_{Water}$,0.0037437504535070797,0.0037437504535070797
334,34,$F_{Water}$,0.0014951455049560286,0.0014951455049560286
335,35,$F_{Water}$,0.0010447307284455318,0.0010447307284455318
336,36,$F_{Water}$,0.004770353290466994,0.004770353290466994
337,37,$F_{Water}$,0.01014465859063996,0.01014465859063996
338,38,$F_{Water}$,0.00022397373587128476,0.00022397373587128476
339,39,$F_{Water}$,0.0014393917561943846,0.0014393917561943846
340,40,$F_{Water}$,0.0009073763448825732,0.0009073763448825732
341,41,$F_{Water}$,0.00767978286682918,0.00767978286682918
342,42,$F_{Water}$,0.0007132964838527909,0.0007132964838527909
343,43,$F_{Water}$,0.004910588654770882,0.004910588654770882
344,44,$F_{Water}$,0.008914371661920167,0.008914371661920167
345,45,$F_{Water}$,0.002401958421153771,0.002401958421153771
346,46,$F_{Water}$,0.004014613711008377,0.004014613711008377
347,47,$F_{Water}$,0.000102191285914303,0.000102191285914303
348,48,$F_{Water}$,0.005249490483914948,0.005249490483914948
349,49,$F_{Water}$,0.003918796385702232,0.003918796385702232
350,50,$F_{Water}$,0.0006911050591029338,0.0006911050591029338
351,51,$F_{Water}$,0.0009701893674469461,0.0009701893674469461
352,52,$F_{Water}$,0.01579613380076871,0.01579613380076871
353,53,$F_{Water}$,0.001973748491956057,0.001973748491956057
354,54,$F_{Water}$,0.007743623491424991,0.007743623491424991
355,55,$F_{Water}$,0.0015300075348486989,0.0015300075348486989
356,56,$F_{Water}$,0.005781827044946089,0.005781827044946089
357,57,$F_{Water}$,0.009200850887437634,0.009200850887437634
358,58,$F_{Water}$,0.02569805043148051,0.02569805043148051
359,59,$F_{Water}$,0.0009271855578741194,0.0009271855578741194
360,60,$F_{Water}$,0.014118104434549647,0.014118104434549647
361,61,$F_{Water}$,0.005419548369087669,0.005419548369087669
362,62,$F_{Water}$,0.004884979015688906,0.004884979015688906
363,63,$F_{Water}$,0.010140144674982629,0.010140144674982629
364,64,$F_{Water}$,0.015726274825818568,0.015726274825818568
365,65,$F_{Water}$,0.0003857272080901976,0.0003857272080901976
366,66,$F_{Water}$,0.003651669475868204,0.003651669475868204
367,67,$F_{Water}$,0.0031324892946252717,0.0031324892946252717
368,68,$F_{Water}$,0.0017326623752048427,0.0017326623752048427
369,69,$F_{Water}$,0.0023345685498203828,0.0023345685498203828
370,70,$F_{Water}$,0.0011370647735259429,0.0011370647735259429
371,71,$F_{Water}$,0.008750548260950966,0.008750548260950966
372,72,$F_{Water}$,0.004466101892198644,0.004466101892198644
373,73,$F_{Water}$,0.0021093712370840365,0.0021093712370840365
374,74,$F_{Water}$,0.00045260198814993196,0.00045260198814993196
375,75,$F_{Water}$,0.002314075476437739,0.002314075476437739
376,76,$F_{Water}$,0.014152485479673524,0.014152485479673524
377,77,$F_{Water}$,0.0004258500597402939,0.0004258500597402939
378,78,$F_{Water}$,0.0008413449736986851,0.0008413449736986851
379,79,$F_{Water}$,0.001840862352344936,0.001840862352344936
380,80,$F_{Water}$,0.001372879653636274,0.001372879653636274
381,81,$F_{Water}$,0.001935380406302882,0.001935380406302882
382,82,$F_{Water}$,0.004118823511188636,0.004118823511188636
383,83,$F_{Water}$,0.00247310075137288,0.00247310075137288
384,84,$F_{Water}$,0.0011786585766183578,0.0011786585766183578
385,85,$F_{Water}$,0.04128748886388476,0.04128748886388476
386,86,$F_{Water}$,0.0010519715547935248,0.0010519715547935248
387,87,$F_{Water}$,0.004679097389277056,0.004679097389277056
388,88,$F_{Water}$,0.00936924307042648,0.00936924307042648
389,89,$F_{Water}$,0.0037093928324915242,0.0037093928324915242
390,90,$F_{Water}$,0.0005647671359428562,0.0005647671359428562
391,91,$F_{Water}$,0.0013378080783431653,0.0013378080783431653
392,92,$F_{Water}$,0.0019705618881868114,0.0019705618881868114
393,93,$F_{Water}$,0.002028820136629858,0.002028820136629858
394,94,$F_{Water}$,0.002603152954420761,0.002603152954420761
395,95,$F_{Water}$,0.024816789379711945,0.024816789379711945
396,96,$F_{Water}$,0.0055639489268914395,0.0055639489268914395
397,97,$F_{Water}$,0.006380256383271536,0.006380256383271536
398,98,$F_{Water}$,0.0006480878851150919,0.0006480878851150919
399,99,$F_{Water}$,0.0013870005092393564,0.0013870005092393564
400,0,$F_{Yield}$,0.0017919810733211805,0.0017919810733211805
401,1,$F_{Yield}$,0.002587755482395853,0.002587755482395853
402,2,$F_{Yield}$,0.0016632514399577225,0.0016632514399577225
403,3,$F_{Yield}$,0.0330578574168159,0.0330578574168159
404,4,$F_{Yield}$,0.0012083186014737026,0.0012083186014737026
405,5,$F_{Yield}$,0.00666165874514558,0.00666165874514558
406,6,$F_{Yield}$,0.0003373639934515082,0.0003373639934515082
407,7,$F_{Yield}$,0.013165278716928444,0.013165278716928444
408,8,$F_{Yield}$,0.04363218266725105,0.04363218266725105
409,9,$F_{Yield}$,0.0010939093512403358,0.0010939093512403358
410,10,$F_{Yield}$,0.001553980829849521,0.001553980829849521
411,11,$F_{Yield}$,0.010709394218519987,0.010709394218519987
412,12,$F_{Yield}$,0.0144344868825601,0.0144344868825601
413,13,$F_{Yield}$,0.006712161748535186,0.006712161748535186
414,14,$F_{Yield}$,0.008215322117559433,0.008215322117559433
415,15,$F_{Yield}$,0.002433846926137898,0.002433846926137898
416,16,$F_{Yield}$,0.014107551736089234,0.014107551736089234
417,17,$F_{Yield}$,0.023663460946668158,0.023663460946668158
418,18,$F_{Yield}$,0.003997673194322751,0.003997673194322751
419,19,$F_{Yield}$,0.014340054847846576,0.014340054847846576
420,20,$F_{Yield}$,0.05600166247005485,0.05600166247005485
421,21,$F_{Yield}$,0.008997875200192837,0.008997875200192837
422,22,$F_{Yield}$,0.013617796940331122,0.013617796940331122
423,23,$F_{Yield}$,0.002753692290324278,0.002753692290324278
424,24,$F_{Yield}$,0.01492803092656629,0.01492803092656629
425,25,$F_{Yield}$,0.008701943518123825,0.008701943518123825
426,26,$F_{Yield}$,0.016427163568926997,0.016427163568926997
427,27,$F_{Yield}$,0.006485166163089393,0.006485166163089393
428,28,$F_{Yield}$,0.023746327739573282,0.023746327739573282
429,29,$F_{Yield}$,0.0015900885987074295,0.0015900885987074295
430,30,$F_{Yield}$,0.04105303011390665,0.04105303011390665
431,31,$F_{Yield}$,0.0025718656304173078,0.0025718656304173078
